"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4825 Douglas Dr"
"Comments:","In front of Community Center"
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","07/22/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Northbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
07/24/2025 11:00 - 11:59,0,1,12,26,105,82,9,0,0,0,0,0,0,0,0,235,34.5,39.4
07/24/2025 12:00 - 12:59,0,2,13,47,98,60,9,2,0,0,0,0,0,0,0,231,33.6,39.0
07/24/2025 13:00 - 13:59,2,1,1,15,122,95,20,2,0,0,0,0,0,0,0,258,35.7,40.1
07/24/2025 14:00 - 14:59,0,0,0,14,115,112,19,1,0,0,0,0,0,0,0,261,36.2,40.1
07/24/2025 15:00 - 15:59,0,0,3,26,141,140,30,2,0,0,0,0,0,0,0,342,36.0,40.3
07/24/2025 16:00 - 16:59,0,0,0,19,182,162,28,3,0,0,0,0,0,0,0,394,36.1,40.1
07/24/2025 17:00 - 17:59,0,1,1,24,165,167,32,2,0,0,0,0,0,0,0,392,36.1,40.2
07/24/2025 18:00 - 18:59,0,0,1,21,102,76,19,1,0,0,1,0,0,0,0,221,35.8,40.2
07/24/2025 19:00 - 19:59,0,0,2,22,91,49,17,1,0,0,0,0,0,0,0,182,35.1,40.0
07/24/2025 20:00 - 20:59,0,0,3,24,92,62,10,1,0,0,0,0,0,0,0,192,34.9,39.5
07/24/2025 21:00 - 21:59,0,1,0,12,50,40,7,2,0,0,0,0,0,0,0,112,35.5,40.0
07/24/2025 22:00 - 22:59,0,0,1,5,35,18,6,4,0,0,0,1,0,1,0,71,37.1,41.7
07/24/2025 23:00 - 23:59,1,1,0,5,25,10,6,1,0,1,0,0,0,0,0,50,35.2,41.0
07/25/2025 00:00 - 00:59,0,0,0,2,12,3,1,3,0,0,0,0,0,0,0,21,36.3,42.8
07/25/2025 01:00 - 01:59,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,14,34.1,38.4
07/25/2025 02:00 - 02:59,0,0,0,2,5,5,1,1,1,0,0,0,0,0,0,15,37.3,42.3
07/25/2025 03:00 - 03:59,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,7,32.6,35.1
07/25/2025 04:00 - 04:59,0,0,1,2,6,3,1,1,1,2,0,0,0,0,0,17,38.6,50.8
07/25/2025 05:00 - 05:59,0,0,0,3,22,15,5,1,0,0,0,0,0,0,0,46,36.2,40.5
07/25/2025 06:00 - 06:59,1,0,1,5,40,40,12,4,1,0,0,0,0,0,0,104,36.8,41.4
07/25/2025 07:00 - 07:59,0,0,2,10,46,65,11,1,0,0,0,0,0,0,0,135,36.3,40.3
07/25/2025 08:00 - 08:59,4,10,3,16,80,72,15,0,0,0,0,0,0,0,0,200,34.3,39.9
07/25/2025 09:00 - 09:59,0,7,13,23,73,72,6,1,0,0,0,0,0,0,0,195,33.9,39.4
07/25/2025 10:00 - 10:59,0,6,13,28,79,53,14,1,0,0,0,0,0,0,0,194,33.8,39.6
07/25/2025 11:00 - 11:59,0,8,8,23,101,68,12,1,0,0,0,0,0,0,0,221,34.2,39.5
