"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071598"
"ID:",""
"Location:","3540 Hampshire Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","09/17/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Southbound Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-75 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
09/17/2025 13:00 - 13:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/17/2025 14:00 - 14:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/17/2025 15:00 - 15:59,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,10,24.9,29.0
09/17/2025 16:00 - 16:59,1,3,5,16,1,1,0,0,0,0,0,0,0,0,0,27,26.3,30.2
09/17/2025 17:00 - 17:59,2,2,11,11,0,0,0,0,0,0,0,0,0,0,0,26,24.2,29.0
09/17/2025 18:00 - 18:59,1,5,9,4,0,0,0,0,0,0,0,0,0,0,0,19,22.5,26.8
09/17/2025 19:00 - 19:59,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,8,20.4,24.8
09/17/2025 20:00 - 20:59,0,1,10,5,1,0,0,0,0,0,0,0,0,0,0,17,25.2,29.0
09/17/2025 21:00 - 21:59,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,11,23.9,29.1
09/17/2025 22:00 - 22:59,1,3,5,2,0,0,0,0,0,0,0,0,0,0,0,11,21.7,25.6
09/17/2025 23:00 - 23:59,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14.7,21.3
09/18/2025 00:00 - 00:59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.0,8.9
09/18/2025 01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/18/2025 02:00 - 02:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/18/2025 03:00 - 03:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
