"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Class V1.03"
"Scheme:","FHWA"
"Scheme ID:","1"
"Interval:","60 Min"
"Title:","Northbound Classes"
"Date/Time","Class #1","Class #2","Class #3","Class #4","Class #5","Class #6","Class #7","Class #8","Class #9","Class #10","Class #11","Class #12","Class #13","Total"
06/24/2025 13:00 - 13:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/24/2025 14:00 - 14:59,0,16,2,0,6,0,0,0,0,0,0,0,0,24
06/24/2025 15:00 - 15:59,0,13,7,0,5,0,0,0,1,0,0,0,0,26
06/24/2025 16:00 - 16:59,0,28,3,0,2,0,0,1,0,0,0,0,0,34
06/24/2025 17:00 - 17:59,0,32,1,0,4,0,0,0,0,0,0,0,0,37
06/24/2025 18:00 - 18:59,0,32,1,0,2,0,0,0,0,0,0,0,0,35
06/24/2025 19:00 - 19:59,1,18,3,0,2,0,0,0,0,0,0,0,0,24
06/24/2025 20:00 - 20:59,0,8,3,0,3,0,0,0,0,0,0,0,0,14
06/24/2025 21:00 - 21:59,0,11,0,0,0,0,0,0,0,0,0,0,0,11
06/24/2025 22:00 - 22:59,0,15,0,0,1,0,0,0,0,0,0,0,0,16
06/24/2025 23:00 - 23:59,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/25/2025 00:00 - 00:59,0,2,0,0,0,0,0,0,0,0,0,0,0,2
06/25/2025 01:00 - 01:59,0,2,0,0,0,0,0,0,0,0,0,0,0,2
06/25/2025 02:00 - 02:59,0,2,0,0,0,0,0,0,0,0,0,0,0,2
06/25/2025 03:00 - 03:59,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/25/2025 04:00 - 04:59,0,5,0,0,1,0,0,0,0,0,0,0,0,6
06/25/2025 05:00 - 05:59,0,5,1,0,1,0,0,0,0,0,0,0,0,7
06/25/2025 06:00 - 06:59,0,14,2,0,0,0,0,1,0,0,0,0,0,17
06/25/2025 07:00 - 07:59,0,13,1,0,4,1,0,0,0,0,0,0,0,19
06/25/2025 08:00 - 08:59,0,17,3,0,2,1,1,0,0,0,0,0,0,24
06/25/2025 09:00 - 09:59,1,15,5,0,4,2,0,0,0,0,0,0,0,27
06/25/2025 10:00 - 10:59,0,8,1,0,4,0,0,0,0,0,0,0,0,13
06/25/2025 11:00 - 11:59,0,10,1,0,4,0,0,0,0,0,0,0,0,15
06/25/2025 12:00 - 12:59,0,19,3,0,1,1,0,0,0,0,0,0,0,24
06/25/2025 13:00 - 13:59,0,21,3,0,4,1,0,1,0,0,0,0,0,30
06/25/2025 14:00 - 14:59,0,24,2,1,5,1,0,0,0,0,0,0,0,33
06/25/2025 15:00 - 15:59,0,13,1,0,2,1,0,0,0,0,0,0,0,17
06/25/2025 16:00 - 16:59,0,38,3,3,3,2,2,0,3,0,0,1,2,57
06/25/2025 17:00 - 17:59,0,24,1,0,2,0,0,0,0,0,0,0,0,27
06/25/2025 18:00 - 18:59,0,16,2,0,0,0,0,0,0,0,0,0,0,18
06/25/2025 19:00 - 19:59,0,11,4,0,4,0,0,0,0,0,0,0,0,19
06/25/2025 20:00 - 20:59,0,6,5,0,0,0,0,0,0,0,0,0,0,11
06/25/2025 21:00 - 21:59,0,11,4,0,1,0,0,0,0,0,0,0,0,16
06/25/2025 22:00 - 22:59,0,7,0,0,0,0,0,0,0,0,0,0,0,7
06/25/2025 23:00 - 23:59,0,4,0,0,1,0,0,0,0,0,0,0,0,5
06/26/2025 00:00 - 00:59,0,3,1,0,0,0,0,0,0,0,0,0,0,4
06/26/2025 01:00 - 01:59,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/26/2025 02:00 - 02:59,0,8,1,0,0,0,0,0,0,0,0,0,0,9
06/26/2025 03:00 - 03:59,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/26/2025 04:00 - 04:59,0,4,0,0,1,0,0,0,0,0,0,0,0,5
06/26/2025 05:00 - 05:59,0,7,1,0,0,0,0,0,0,0,0,0,0,8
06/26/2025 06:00 - 06:59,0,7,3,0,2,0,0,0,0,0,0,0,0,12
06/26/2025 07:00 - 07:59,0,12,1,1,4,0,0,0,0,0,0,0,0,18
06/26/2025 08:00 - 08:59,0,21,3,0,5,0,1,0,0,0,0,0,0,30
06/26/2025 09:00 - 09:59,0,18,4,0,6,0,0,0,0,0,0,0,0,28
06/26/2025 10:00 - 10:59,0,24,1,0,5,0,0,0,0,0,0,0,0,30
06/26/2025 11:00 - 11:59,0,19,3,0,7,0,0,0,0,0,0,0,0,29
06/26/2025 12:00 - 12:59,0,27,4,0,4,0,0,0,0,0,0,0,0,35
06/26/2025 13:00 - 13:59,0,19,2,0,5,0,0,0,0,0,0,0,0,26
06/26/2025 14:00 - 14:59,0,17,0,0,3,0,0,0,0,0,0,0,0,20
06/26/2025 15:00 - 15:59,0,20,3,0,4,0,0,0,0,0,0,0,0,27
06/26/2025 16:00 - 16:59,0,28,4,0,0,0,1,0,0,0,0,0,0,33
06/26/2025 17:00 - 17:59,0,24,3,0,3,0,0,0,0,0,0,0,0,30
06/26/2025 18:00 - 18:59,0,22,3,0,2,0,0,0,0,0,0,0,0,27
06/26/2025 19:00 - 19:59,0,15,2,0,1,0,0,0,0,0,0,0,0,18
06/26/2025 20:00 - 20:59,0,10,1,0,0,0,0,0,0,0,0,0,0,11
06/26/2025 21:00 - 21:59,0,11,0,0,1,0,0,0,0,0,0,0,0,12
06/26/2025 22:00 - 22:59,0,5,0,0,0,0,0,0,0,0,0,0,0,5
06/26/2025 23:00 - 23:59,0,4,1,0,1,0,0,0,0,0,0,0,0,6
06/27/2025 00:00 - 00:59,0,0,0,0,1,0,0,0,0,0,0,0,0,1
06/27/2025 01:00 - 01:59,0,1,0,0,0,0,0,0,0,0,0,0,0,1
06/27/2025 02:00 - 02:59,0,2,0,0,0,0,0,0,0,0,0,0,0,2
06/27/2025 03:00 - 03:59,0,2,0,0,0,0,0,0,0,0,0,0,0,2
06/27/2025 04:00 - 04:59,0,2,0,0,2,0,0,0,0,0,0,0,0,4
06/27/2025 05:00 - 05:59,0,7,0,1,2,0,0,0,0,0,0,0,0,10
06/27/2025 06:00 - 06:59,0,10,3,0,2,0,0,1,0,0,0,0,0,16
06/27/2025 07:00 - 07:59,0,14,1,0,5,0,0,0,0,0,0,0,0,20
06/27/2025 08:00 - 08:59,0,14,3,0,4,1,0,0,0,0,0,0,0,22
06/27/2025 09:00 - 09:59,0,13,2,0,3,0,0,0,0,0,0,0,0,18
06/27/2025 10:00 - 10:59,0,11,2,0,4,0,0,0,0,0,0,0,0,17
06/27/2025 11:00 - 11:59,0,19,2,0,9,0,0,0,0,0,0,0,0,30
06/27/2025 12:00 - 12:59,0,14,4,0,5,1,0,0,0,0,0,0,0,24
06/27/2025 13:00 - 13:59,0,21,2,0,4,0,0,0,0,0,0,0,0,27
06/27/2025 14:00 - 14:59,1,22,1,0,8,1,0,0,0,0,0,0,0,33
06/27/2025 15:00 - 15:59,0,23,2,0,2,0,0,0,0,0,0,0,0,27
06/27/2025 16:00 - 16:59,0,30,1,0,1,0,0,0,0,0,0,0,0,32
06/27/2025 17:00 - 17:59,0,23,3,0,1,0,0,0,0,0,0,0,0,27
06/27/2025 18:00 - 18:59,0,23,2,0,2,0,0,0,0,0,0,0,0,27
06/27/2025 19:00 - 19:59,1,17,1,0,1,0,0,0,0,0,0,0,0,20
06/27/2025 20:00 - 20:59,0,15,1,0,0,0,0,0,0,0,0,0,0,16
06/27/2025 21:00 - 21:59,0,4,2,0,1,0,0,0,0,0,0,0,0,7
06/27/2025 22:00 - 22:59,0,8,0,0,1,0,0,0,0,0,0,0,0,9
06/27/2025 23:00 - 23:59,0,4,1,0,3,0,0,0,0,0,0,0,0,8
06/28/2025 00:00 - 00:59,0,0,2,0,1,0,0,0,0,0,0,0,0,3
06/28/2025 01:00 - 01:59,0,1,0,0,1,0,0,0,0,0,0,0,0,2
06/28/2025 02:00 - 02:59,0,2,0,0,1,0,0,0,0,0,0,0,0,3
06/28/2025 03:00 - 03:59,0,3,0,0,0,0,0,0,0,0,0,0,0,3
