"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","3809 Hampshire Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","09/17/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-75 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
09/17/2025 13:00 - 13:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/17/2025 14:00 - 14:59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,25.5,27.0
09/17/2025 15:00 - 15:59,2,6,6,1,0,0,0,0,0,0,0,0,0,0,0,15,20.1,24.5
09/17/2025 16:00 - 16:59,3,1,8,5,1,0,0,0,0,0,0,0,0,0,0,18,22.9,28.8
09/17/2025 17:00 - 17:59,3,2,11,6,0,0,0,0,0,0,0,0,0,0,0,22,22.6,27.8
09/17/2025 18:00 - 18:59,0,4,12,2,1,0,0,0,0,0,0,0,0,0,0,19,23.5,25.1
09/17/2025 19:00 - 19:59,0,2,8,3,1,0,0,0,0,0,0,0,0,0,0,14,24.5,28.3
09/17/2025 20:00 - 20:59,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,7,23.3,25.5
09/17/2025 21:00 - 21:59,1,0,7,2,0,0,0,0,0,0,0,0,0,0,0,10,23.1,26.0
09/17/2025 22:00 - 22:59,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,10,21.3,27.7
09/17/2025 23:00 - 23:59,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,23.3,24.4
09/18/2025 00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/18/2025 01:00 - 01:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,22.8
09/18/2025 02:00 - 02:59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,28.5,29.0
09/18/2025 03:00 - 03:59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,25.5,27.0
09/18/2025 04:00 - 04:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,22.8
09/18/2025 05:00 - 05:59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,23.5,24.0
09/18/2025 06:00 - 06:59,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,25.0,26.3
09/18/2025 07:00 - 07:59,3,2,7,3,0,0,0,0,0,0,0,0,0,0,0,15,21.1,26.4
09/18/2025 08:00 - 08:59,1,3,4,4,0,0,0,0,0,0,0,0,0,0,0,12,22.8,28.1
09/18/2025 09:00 - 09:59,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,18.8,22.9
09/18/2025 10:00 - 10:59,2,2,10,5,0,0,0,0,0,0,0,0,0,0,0,19,22.9,27.6
09/18/2025 11:00 - 11:59,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,21.3,25.5
09/18/2025 12:00 - 12:59,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,15,23.1,26.4
09/18/2025 13:00 - 13:59,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,10,23.1,25.4
09/18/2025 14:00 - 14:59,5,3,15,4,0,0,0,0,0,0,0,0,0,0,0,27,21.2,25.8
09/18/2025 15:00 - 15:59,3,4,8,5,0,0,0,0,0,0,0,0,0,0,0,20,21.8,27.5
09/18/2025 16:00 - 16:59,1,3,11,3,0,0,0,0,0,0,0,0,0,0,0,18,22.7,25.7
09/18/2025 17:00 - 17:59,1,7,11,4,1,0,0,0,0,0,0,0,0,0,0,24,22.7,27.1
09/18/2025 18:00 - 18:59,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,11,23.1,28.1
09/18/2025 19:00 - 19:59,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,7,20.7,25.1
09/18/2025 20:00 - 20:59,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,8,21.8,26.8
09/18/2025 21:00 - 21:59,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,7,19.6,25.1
09/18/2025 22:00 - 22:59,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,19.0,23.6
09/18/2025 23:00 - 23:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/19/2025 00:00 - 00:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/19/2025 01:00 - 01:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
09/19/2025 02:00 - 02:59,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20.5,22.0
09/19/2025 03:00 - 03:59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,23.5,24.0
09/19/2025 04:00 - 04:59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,27.8
09/19/2025 05:00 - 05:59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,23.0,22.8
09/19/2025 06:00 - 06:59,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,28.0,32.0
09/19/2025 07:00 - 07:59,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,18,22.4,29.0
09/19/2025 08:00 - 08:59,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,9,22.4,26.4
09/19/2025 09:00 - 09:59,0,6,3,1,0,0,0,0,0,0,0,0,0,0,0,10,20.9,24.3
09/19/2025 10:00 - 10:59,0,2,6,2,1,0,0,0,0,0,0,0,0,0,0,11,24.4,28.1
09/19/2025 11:00 - 11:59,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,12,24.8,30.3
09/19/2025 12:00 - 12:59,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,5,22.4,27.9
09/19/2025 13:00 - 13:59,5,4,4,1,0,0,0,0,0,0,0,0,0,0,0,14,17.7,24.0
09/19/2025 14:00 - 14:59,1,2,11,3,0,0,0,0,0,0,0,0,0,0,0,17,22.9,25.9
09/19/2025 15:00 - 15:59,4,6,6,3,0,1,0,0,0,0,0,0,0,0,0,20,20.9,26.8
09/19/2025 16:00 - 16:59,1,7,13,1,0,0,0,0,0,0,0,0,0,0,0,22,21.5,24.9
09/19/2025 17:00 - 17:59,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,8,22.1,25.1
09/19/2025 18:00 - 18:59,0,4,6,1,0,0,0,0,0,0,0,0,0,0,0,11,22.1,25.0
09/19/2025 19:00 - 19:59,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,20.8,24.5
09/19/2025 20:00 - 20:59,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,28.5,29.0
09/19/2025 21:00 - 21:59,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,7,19.0,24.6
