"Unit Type:","PicoCount 2500 V2.41"
"Serial Number:","24071597"
"ID:",""
"Location:","4848 Nevada Ave N"
"Comments:",""
"Dwell:","90 ms"
"Measurements:","English"
"Start Date:","06/24/2025"
"Start Time:","00:00"
"Export Version:","Speed V2.10"
"Posted Speed:","30"
"Interval:","60 Min"
"Title:","Total Speeds"
"Date/Time","5-15 MPH","16-20 MPH","21-25 MPH","26-30 MPH","31-35 MPH","36-40 MPH","41-45 MPH","46-50 MPH","51-55 MPH","56-60 MPH","61-65 MPH","66-70 MPH","71-71 MPH","76-80 MPH","81-99 MPH","Total""Mean Speed","85th Percentile"
06/26/2025 15:00 - 15:59,3,25,18,0,0,0,0,0,0,0,0,0,0,0,0,46,19.9,23.9
06/26/2025 16:00 - 16:59,2,48,15,0,0,0,0,0,0,0,0,0,0,0,0,65,19.4,22.6
06/26/2025 17:00 - 17:59,3,39,15,0,0,0,0,0,0,0,0,0,0,0,0,57,19.4,23.0
06/26/2025 18:00 - 18:59,0,45,8,0,0,0,0,0,0,0,0,0,0,0,0,53,19.2,20.7
06/26/2025 19:00 - 19:59,3,24,4,0,0,0,0,0,0,0,0,0,0,0,0,31,18.4,20.8
06/26/2025 20:00 - 20:59,2,19,6,0,0,0,0,0,0,0,0,0,0,0,0,27,19.0,22.2
06/26/2025 21:00 - 21:59,2,18,7,0,0,0,0,0,0,0,0,0,0,0,0,27,19.2,22.8
06/26/2025 22:00 - 22:59,2,12,4,0,0,0,0,0,0,0,0,0,0,0,0,18,18.7,22.0
06/26/2025 23:00 - 23:59,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,13,19.4,22.9
06/27/2025 00:00 - 00:59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.5,19.0
06/27/2025 01:00 - 01:59,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,23.5,24.0
06/27/2025 02:00 - 02:59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.5,19.0
